id,sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,days_b_scree-1i-1g_arrest,c_days_from_compas,c_charge_degree,is_recid,r_charge_degree,r_days_from_arrest,violent_recid,is_violent_recid,vr_charge_degree,type_of_assessment,v_type_of_assessment,start,end,event,two_year_recid,score_text
3474,Male,36,25-45,Caucasian,0,0,0,4,-123,123,F,1,(M2),362,N,0,N,Risk of Recidivism,Risk of Violence,0,25,1,1,Low
3475,Male,43,25-45,Caucasian,0,0,0,5,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,1098,0,0,High
3476,Male,28,25-45,African-American,0,0,0,6,-1,1,M,1,(M2),-1,N,0,N,Risk of Recidivism,Risk of Violence,0,262,1,1,High
3479,Female,21,Less_than_25,African-American,1,0,0,4,122,154,F,1,(F3),0,N,0,N,Risk of Recidivism,Risk of Violence,0,122,1,1,High
3480,Male,53,Greater_than_45,African-American,0,0,0,1,-1,1,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,1184,0,0,Low
3481,Female,27,25-45,African-American,0,0,0,2,-14,14,M,1,(M2),78,N,0,N,Risk of Recidivism,Risk of Violence,0,147,0,1,Low
3483,Male,39,25-45,Caucasian,0,0,0,0,-1,1,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,1,7,0,0,Low
3484,Male,47,Greater_than_45,African-American,0,0,0,22,-1,1,F,1,(F3),0,N,0,N,Risk of Recidivism,Risk of Violence,0,99,0,1,High
3485,Male,28,25-45,African-American,0,0,0,4,-1,1,F,1,(M2),-1,N,0,N,Risk of Recidivism,Risk of Violence,1,704,1,1,Low
3487,Male,49,Greater_than_45,Caucasian,0,0,0,7,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,1038,0,0,High
3488,Male,36,25-45,Caucasian,0,0,0,2,-4,4,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,991,0,0,Low
3489,Female,24,Less_than_25,African-American,0,0,0,1,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,3,309,0,0,High
3491,Male,35,25-45,Hispanic,0,0,0,0,-1,1,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,790,0,0,Low
3492,Male,23,Less_than_25,African-American,0,0,0,3,0,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,1,753,0,0,High
3493,Male,26,25-45,African-American,0,0,0,2,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,86,0,0,Low
3498,Male,31,25-45,African-American,0,0,0,7,-1,1,F,1,(F3),-1,N,0,N,Risk of Recidivism,Risk of Violence,53,198,1,1,Low
3499,Female,30,25-45,African-American,0,3,2,14,0,0,F,1,(M1),1,N,1,(M1),Risk of Recidivism,Risk of Violence,5,89,0,1,High
3500,Male,25,25-45,Caucasian,0,0,0,2,0,0,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,1,1109,0,0,High
3501,Male,24,Less_than_25,African-American,0,0,0,6,0,1,F,1,(F3),0,N,0,N,Risk of Recidivism,Risk of Violence,1,45,1,1,High
3502,Male,34,25-45,Hispanic,0,0,0,1,-1,1,F,1,(M1),-1,N,0,N,Risk of Recidivism,Risk of Violence,0,685,1,1,Low
3504,Male,26,25-45,African-American,0,0,0,2,-29,29,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,1008,0,0,Low
3506,Male,26,25-45,African-American,0,0,0,7,-49,49,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,300,0,0,High
3507,Male,60,Greater_than_45,Hispanic,0,0,0,0,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,786,0,0,Low
3508,Female,20,Less_than_25,African-American,0,0,0,0,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,749,0,0,High
3510,Male,36,25-45,Caucasian,1,0,0,10,92,95,M,1,(F3),0,N,0,N,Risk of Recidivism,Risk of Violence,0,92,1,1,High
3511,Male,23,Less_than_25,Caucasian,0,0,0,0,0,0,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,743,0,0,Low
3512,Male,26,25-45,African-American,0,0,0,5,-1,1,F,1,(F7),-1,N,1,(F7),Risk of Recidivism,Risk of Violence,6,64,1,1,High
3515,Male,40,25-45,Caucasian,0,0,0,4,0,1,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,1,94,0,0,Low
3516,Male,28,25-45,Other,0,0,0,1,-1,1,F,1,(M1),1,N,1,(M1),Risk of Recidivism,Risk of Violence,0,601,1,1,Low
3517,Male,49,Greater_than_45,Hispanic,0,0,0,1,-1,1,F,1,(M2),-1,N,0,N,Risk of Recidivism,Risk of Violence,4,405,1,1,Low
3519,Male,46,Greater_than_45,African-American,0,0,0,8,400,353,F,1,(M2),396,N,0,N,Risk of Recidivism,Risk of Violence,0,4,1,1,Low
3521,Male,19,Less_than_25,African-American,0,1,0,1,0,0,F,1,(M1),-1,N,0,N,Risk of Recidivism,Risk of Violence,0,711,1,1,High
3523,Male,53,Greater_than_45,Caucasian,0,0,0,1,-12,12,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,778,0,0,Low
3525,Male,56,Greater_than_45,Caucasian,0,0,0,5,-45,45,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,1078,0,0,Low
3528,Female,24,Less_than_25,African-American,0,0,0,0,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,955,0,0,Low
3529,Male,31,25-45,Hispanic,0,0,0,0,-5,5,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,1110,0,0,Low
3531,Female,33,25-45,Caucasian,0,0,0,2,-1,2,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,98,0,0,Low
3533,Male,26,25-45,Caucasian,0,3,0,8,-1,1,F,1,(F3),-1,N,1,(F3),Risk of Recidivism,Risk of Violence,41,229,1,1,High
3534,Male,56,Greater_than_45,Caucasian,0,0,0,1,-65,65,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,1009,0,0,Low
3535,Male,32,25-45,Caucasian,0,0,0,2,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,234,0,0,Low
3536,Male,25,25-45,Caucasian,0,0,0,0,0,0,F,1,(F3),0,N,1,(M1),Risk of Recidivism,Risk of Violence,3,180,1,1,Low
3538,Male,21,Less_than_25,African-American,0,0,0,1,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,333,0,0,Low
3539,Male,38,25-45,African-American,0,0,0,3,0,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,1,1084,0,0,High
3540,Male,23,Less_than_25,Caucasian,0,0,0,0,-4,4,F,1,(M1),0,N,0,N,Risk of Recidivism,Risk of Violence,0,867,1,0,Low
3541,Male,67,Greater_than_45,African-American,0,0,0,4,-1,173,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,799,0,0,Low
3542,Male,20,Less_than_25,Caucasian,0,0,1,0,-1,1,F,1,(F3),0,N,1,(F1),Risk of Recidivism,Risk of Violence,7,287,1,1,High
3543,Female,39,25-45,Caucasian,0,0,0,4,-2,2,F,1,(M2),1,N,0,N,Risk of Recidivism,Risk of Violence,0,396,1,1,Low
3544,Male,24,Less_than_25,African-American,0,0,0,1,-1,1,F,1,(M1),0,N,1,(M1),Risk of Recidivism,Risk of Violence,5,247,1,1,Low
3546,Male,23,Less_than_25,Hispanic,0,0,0,0,0,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,771,0,0,Low
3547,Male,49,Greater_than_45,African-American,0,0,0,3,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,1119,0,0,Low
3550,Male,31,25-45,African-American,0,0,0,7,-1,1,F,1,(F3),0,N,0,N,Risk of Recidivism,Risk of Violence,77,383,1,1,High
3551,Male,20,Less_than_25,African-American,0,0,0,1,-26,26,F,1,(F3),0,N,0,N,Risk of Recidivism,Risk of Violence,0,36,0,1,High
3552,Male,28,25-45,Caucasian,0,0,0,0,0,0,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,13,749,0,0,Low
3554,Male,67,Greater_than_45,Caucasian,0,0,0,3,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,1161,0,0,Low
3556,Male,33,25-45,Hispanic,0,0,0,0,0,0,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,1,855,0,0,Low
3557,Male,20,Less_than_25,Hispanic,1,0,0,1,-189,189,F,1,(M2),5,N,0,N,Risk of Recidivism,Risk of Violence,0,268,1,1,High
3560,Male,40,25-45,Caucasian,0,0,0,4,-80,72,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,877,0,0,Low
3562,Male,52,Greater_than_45,African-American,0,0,0,0,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,1140,0,0,Low
3563,Male,45,Greater_than_45,African-American,0,0,0,17,-1,1,F,1,(M2),-1,N,0,N,Risk of Recidivism,Risk of Violence,46,49,1,1,High
3564,Male,27,25-45,African-American,0,0,1,8,-1,1,F,1,(M2),-1,N,0,N,Risk of Recidivism,Risk of Violence,0,20,0,1,High
3566,Male,22,Less_than_25,Caucasian,0,0,0,1,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,126,0,0,High
3568,Male,36,25-45,Caucasian,0,0,0,9,-42,42,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,665,0,0,High
3570,Male,40,25-45,Caucasian,0,0,0,0,-1,1,M,1,(M1),0,N,1,(M1),Risk of Recidivism,Risk of Violence,0,357,1,1,Low
3571,Male,30,25-45,Caucasian,0,0,0,1,0,0,M,1,(M1),0,N,1,(M1),Risk of Recidivism,Risk of Violence,0,374,1,1,High
3573,Male,42,25-45,African-American,0,0,0,1,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,21,0,0,Low
3574,Male,24,Less_than_25,African-American,0,0,1,2,0,0,F,1,(M2),0,N,0,N,Risk of Recidivism,Risk of Violence,2,239,1,1,Low
3576,Male,46,Greater_than_45,Caucasian,0,0,0,4,-5,5,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,1115,0,0,Low
3577,Male,38,25-45,African-American,0,0,0,4,0,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,785,0,0,Low
3578,Male,39,25-45,Hispanic,0,0,0,2,-113,114,F,1,(M1),1,N,1,(M1),Risk of Recidivism,Risk of Violence,0,131,1,1,Low
3582,Female,32,25-45,Hispanic,0,0,0,0,-1,1,M,1,(M2),-1,N,0,N,Risk of Recidivism,Risk of Violence,7,58,1,1,Low
3584,Male,26,25-45,Caucasian,0,0,0,0,-1,1,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,790,0,0,High
3585,Male,54,Greater_than_45,Caucasian,0,0,0,1,-1,1,M,1,(F3),0,N,0,N,Risk of Recidivism,Risk of Violence,0,118,1,1,Low
3591,Male,27,25-45,Hispanic,0,0,0,2,-10,10,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,962,0,0,Low
3593,Male,61,Greater_than_45,Caucasian,0,0,0,1,0,0,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,1,917,0,0,Low
3594,Male,51,Greater_than_45,African-American,0,0,0,1,-1,1,M,1,(M1),-1,N,0,N,Risk of Recidivism,Risk of Violence,0,39,1,1,Low
3596,Male,57,Greater_than_45,Caucasian,0,0,0,0,0,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,28,1063,0,0,Low
3597,Male,24,Less_than_25,Caucasian,0,0,3,3,-1,1,M,1,(M1),0,N,1,(M1),Risk of Recidivism,Risk of Violence,0,544,1,1,High
3598,Male,34,25-45,African-American,0,0,0,1,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,1078,0,0,Low
3600,Male,27,25-45,Hispanic,0,0,0,1,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,1,1041,0,0,Low
3601,Female,28,25-45,African-American,0,0,0,10,15,36,M,1,(F3),0,N,0,N,Risk of Recidivism,Risk of Violence,0,15,0,1,High
3602,Male,35,25-45,African-American,0,0,0,10,0,1,M,1,(F3),1,N,1,(F3),Risk of Recidivism,Risk of Violence,1,159,1,1,High
3603,Male,30,25-45,African-American,0,0,0,6,0,0,F,1,(M2),-1,N,0,N,Risk of Recidivism,Risk of Violence,1,476,1,1,High
3604,Male,53,Greater_than_45,Other,0,0,0,1,733,92,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,733,0,0,High
3605,Male,44,25-45,African-American,0,0,0,0,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,73,0,0,Low
3607,Male,57,Greater_than_45,Caucasian,0,0,0,3,-1,1117,M,1,(M1),-1,N,0,N,Risk of Recidivism,Risk of Violence,0,261,1,1,Low
3611,Male,61,Greater_than_45,Caucasian,0,0,0,10,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,22,82,0,0,High
3614,Male,26,25-45,African-American,0,0,0,1,-1,1,F,1,(F3),0,N,0,N,Risk of Recidivism,Risk of Violence,0,409,1,1,High
3616,Male,48,Greater_than_45,African-American,1,0,0,10,-1,1,F,1,(M2),-1,N,0,N,Risk of Recidivism,Risk of Violence,3,405,1,1,High
3617,Male,42,25-45,African-American,0,0,0,4,0,2009,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,694,0,0,Low
3618,Male,38,25-45,Caucasian,0,0,0,10,-1,1,F,1,(F3),0,N,0,N,Risk of Recidivism,Risk of Violence,0,37,1,1,High
3619,Male,39,25-45,African-American,0,0,0,4,-32,0,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,43,0,0,Low
3620,Female,53,Greater_than_45,Caucasian,0,0,0,0,-1,1,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,837,0,0,Low
3622,Male,26,25-45,African-American,0,0,0,3,-1,1,M,1,(F3),0,N,0,N,Risk of Recidivism,Risk of Violence,1,809,0,0,High
3624,Male,22,Less_than_25,African-American,0,0,0,1,-1,1,F,1,(M2),415,N,0,N,Risk of Recidivism,Risk of Violence,0,63,0,1,High
3626,Male,50,Greater_than_45,Caucasian,0,0,0,0,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,29,140,0,0,High
3627,Male,44,25-45,Caucasian,3,0,0,16,-1,1,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,81,1161,0,0,High
3628,Male,24,Less_than_25,African-American,0,1,3,4,-1,1,F,1,(F3),6,N,1,(F3),Risk of Recidivism,Risk of Violence,0,31,0,1,High
3629,Male,21,Less_than_25,African-American,0,0,0,0,-1,1,F,1,(F3),0,N,0,N,Risk of Recidivism,Risk of Violence,0,71,1,1,High
3630,Male,50,Greater_than_45,Caucasian,0,0,0,0,0,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,2,1056,0,0,Low
3631,Female,36,25-45,Caucasian,0,0,0,0,0,0,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,1,783,0,0,Low
3634,Male,39,25-45,Caucasian,0,0,0,0,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,53,1099,0,0,Low
3635,Female,24,Less_than_25,African-American,0,0,0,2,729,90,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,729,0,0,Low
3636,Female,54,Greater_than_45,African-American,0,0,0,7,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,18,1055,0,0,High
3639,Male,29,25-45,African-American,0,0,0,0,0,1,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,1,968,0,0,Low
3641,Male,26,25-45,Caucasian,0,0,0,0,-1,1,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,796,0,0,High
3642,Male,41,25-45,African-American,0,0,0,3,-1,1,F,1,(M1),0,N,0,N,Risk of Recidivism,Risk of Violence,0,173,1,1,Low
3643,Male,23,Less_than_25,African-American,0,0,0,1,-1,1,F,1,(M1),0,N,0,N,Risk of Recidivism,Risk of Violence,1,91,1,1,High
3645,Male,34,25-45,Caucasian,0,0,0,0,-1,1,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,865,0,0,Low
3646,Male,31,25-45,Caucasian,0,0,0,11,0,1,F,1,(F3),0,N,0,N,Risk of Recidivism,Risk of Violence,12,48,1,1,High
3647,Male,20,Less_than_25,African-American,0,0,0,0,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,1,829,0,0,Low
3648,Male,49,Greater_than_45,African-American,0,0,0,10,-1,1,F,1,(M2),0,N,0,N,Risk of Recidivism,Risk of Violence,43,47,1,1,High
3649,Male,26,25-45,African-American,0,0,0,4,0,0,F,1,(M1),0,N,1,(M1),Risk of Recidivism,Risk of Violence,1,313,1,1,High
3652,Male,28,25-45,African-American,0,0,0,1,-1,1,F,1,(M1),249,N,0,N,Risk of Recidivism,Risk of Violence,0,63,1,1,Low
3653,Male,26,25-45,African-American,0,0,0,0,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,1177,0,0,Low
3655,Male,55,Greater_than_45,African-American,0,0,0,1,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,1097,0,0,Low
3656,Male,22,Less_than_25,African-American,0,0,0,0,-1,1,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,1,1072,0,0,High
3657,Female,26,25-45,African-American,0,0,0,0,-1,1,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,775,0,0,Low
3658,Male,56,Greater_than_45,Other,0,0,0,0,0,0,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,1,1146,0,0,Low
3659,Male,66,Greater_than_45,Caucasian,0,0,0,1,331,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,331,0,0,Low
3660,Male,46,Greater_than_45,Other,0,0,0,2,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,891,0,0,Low
3661,Male,58,Greater_than_45,African-American,0,0,0,16,-1,1,F,1,(M2),0,N,0,N,Risk of Recidivism,Risk of Violence,67,68,1,1,High
3662,Male,28,25-45,African-American,0,0,0,4,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,29,1103,0,0,High
3663,Male,33,25-45,African-American,0,0,0,8,-1,1,F,1,(M2),-1,N,0,N,Risk of Recidivism,Risk of Violence,1,845,1,0,High
3666,Female,31,25-45,African-American,0,0,0,0,-1,1,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,817,0,0,Low
3667,Male,26,25-45,African-American,0,0,0,1,0,0,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,1172,0,0,High
3668,Male,35,25-45,African-American,0,0,0,4,-1,722,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,889,0,0,High
3669,Female,41,25-45,Caucasian,0,0,0,12,-45,45,F,1,(M1),0,N,1,(M1),Risk of Recidivism,Risk of Violence,0,386,1,1,High
3671,Male,34,25-45,Caucasian,0,0,0,0,-1,1,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,1084,0,0,Low
3673,Male,33,25-45,Other,0,0,0,0,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,1071,0,0,Low
3674,Female,32,25-45,African-American,0,0,0,0,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,775,0,0,Low
3675,Male,37,25-45,African-American,0,0,0,9,0,1,F,1,(F3),0,N,1,(F2),Risk of Recidivism,Risk of Violence,1,248,1,1,High
3676,Male,50,Greater_than_45,African-American,0,0,0,1,-22,22,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,1030,0,0,High
3678,Male,35,25-45,Caucasian,0,0,0,1,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,2,932,0,0,Low
3679,Female,47,Greater_than_45,Caucasian,0,0,0,0,-6,6,M,1,(F3),0,N,0,N,Risk of Recidivism,Risk of Violence,0,561,1,1,Low
3681,Female,52,Greater_than_45,African-American,0,0,0,8,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,42,497,0,0,High
3684,Male,26,25-45,African-American,0,1,2,5,-1,1,F,1,(M1),0,N,1,(M1),Risk of Recidivism,Risk of Violence,5,16,1,1,High
3685,Male,36,25-45,African-American,0,0,0,1,-1,3665,M,1,(M2),-1,N,1,(F7),Risk of Recidivism,Risk of Violence,0,418,1,1,High
3687,Male,45,Greater_than_45,African-American,0,0,0,13,-1,1,F,1,(M2),-1,N,0,N,Risk of Recidivism,Risk of Violence,0,139,1,1,Low
3691,Male,19,Less_than_25,Other,0,0,0,0,-1,1,M,1,(F3),0,N,1,(F3),Risk of Recidivism,Risk of Violence,0,195,1,1,High
3692,Male,41,25-45,African-American,0,0,0,8,-1,1,F,1,(M2),-1,N,0,N,Risk of Recidivism,Risk of Violence,0,463,1,1,Low
3693,Male,24,Less_than_25,African-American,0,0,0,0,0,1,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,1,454,0,0,Low
3696,Male,21,Less_than_25,African-American,0,1,0,1,-1,1,F,1,(M1),-1,N,0,N,Risk of Recidivism,Risk of Violence,0,804,1,0,High
3697,Male,54,Greater_than_45,Caucasian,0,0,0,0,-1,1,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,1160,0,0,Low
3698,Male,49,Greater_than_45,Caucasian,0,0,0,0,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,73,348,0,0,Low
3699,Male,42,25-45,Caucasian,0,0,0,1,0,0,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,293,408,0,0,Low
3700,Male,21,Less_than_25,African-American,0,0,0,1,0,0,F,1,(F3),0,N,0,N,Risk of Recidivism,Risk of Violence,1,57,1,1,Low
3701,Male,61,Greater_than_45,African-American,0,0,0,30,-56,56,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,891,0,0,Low
3702,Male,46,Greater_than_45,Caucasian,0,0,0,5,0,0,F,1,(F3),1,N,0,N,Risk of Recidivism,Risk of Violence,0,38,0,1,High
3703,Male,74,Greater_than_45,Caucasian,0,0,0,0,0,1,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,1,894,0,0,Low
3704,Female,38,25-45,Hispanic,0,0,0,0,0,0,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,1184,0,0,Low
3705,Male,75,Greater_than_45,Caucasian,0,0,0,2,-1,58,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,780,0,0,Low
3706,Female,39,25-45,African-American,0,0,0,1,-1,0,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,1088,0,0,Low
3709,Female,38,25-45,African-American,0,0,0,0,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,3,1083,0,0,Low
3710,Male,19,Less_than_25,African-American,1,0,1,1,-1,1,F,1,(M2),0,N,0,N,Risk of Recidivism,Risk of Violence,0,88,1,1,High
3711,Male,28,25-45,Caucasian,0,0,0,0,-1,1,F,1,(M1),0,N,0,N,Risk of Recidivism,Risk of Violence,0,494,1,1,Low
3712,Male,53,Greater_than_45,African-American,0,0,0,2,-1,1596,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,1123,0,0,Low
3713,Male,25,25-45,African-American,0,0,0,1,-1,1,F,1,(M2),-1,N,0,N,Risk of Recidivism,Risk of Violence,28,497,0,1,High
3714,Male,53,Greater_than_45,Caucasian,0,0,0,1,-1,1,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,1092,0,0,Low
3716,Male,53,Greater_than_45,African-American,0,0,0,4,-1,381,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,1065,0,0,High
3719,Male,23,Less_than_25,African-American,0,1,0,2,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,76,1157,0,0,High
3720,Male,55,Greater_than_45,Caucasian,0,0,0,33,-1,1,F,1,(F3),0,N,0,N,Risk of Recidivism,Risk of Violence,241,302,1,1,High
3721,Female,64,Greater_than_45,Caucasian,0,0,0,1,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,904,0,0,Low
3722,Male,23,Less_than_25,African-American,0,0,0,1,-1,1,M,1,(M2),-1,N,0,N,Risk of Recidivism,Risk of Violence,26,380,1,1,High
3724,Male,38,25-45,Hispanic,0,0,0,1,-1,94,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,1180,0,0,Low
3725,Male,23,Less_than_25,African-American,0,0,2,4,-1,1,F,1,(M1),-1,N,0,N,Risk of Recidivism,Risk of Violence,0,58,1,1,High
3726,Female,41,25-45,Hispanic,0,0,0,0,0,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,760,0,0,Low
3728,Male,53,Greater_than_45,Other,0,0,0,0,0,0,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,941,0,0,Low
3729,Male,34,25-45,African-American,0,0,0,0,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,1,852,0,0,Low
3730,Male,24,Less_than_25,Hispanic,0,0,0,0,-1,1,F,1,(M1),0,N,0,N,Risk of Recidivism,Risk of Violence,0,7,1,1,Low
3732,Male,26,25-45,African-American,0,0,0,1,-1,1,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,31,935,0,0,Low
3736,Male,44,25-45,Caucasian,0,0,0,4,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,1,138,0,0,Low
3737,Female,27,25-45,Caucasian,0,0,0,0,0,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,5,771,0,0,Low
3738,Male,28,25-45,Caucasian,0,0,0,14,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,822,0,0,High
3739,Male,55,Greater_than_45,Caucasian,0,0,0,1,-1,1,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,862,0,0,Low
3740,Female,22,Less_than_25,African-American,0,0,0,2,-60,60,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,830,0,0,Low
3741,Male,36,25-45,African-American,0,0,0,15,-1,0,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,1,94,0,0,High
3742,Male,29,25-45,African-American,0,0,0,6,-236,236,F,1,(M2),0,N,0,N,Risk of Recidivism,Risk of Violence,0,241,0,1,High
3743,Male,23,Less_than_25,African-American,0,0,0,1,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,61,0,0,Low
3744,Male,56,Greater_than_45,African-American,0,0,0,1,0,1,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,1184,0,0,Low
3745,Male,27,25-45,Caucasian,0,0,0,2,-1,1,F,1,(M1),1,N,0,N,Risk of Recidivism,Risk of Violence,0,414,1,1,High
3747,Male,37,25-45,Caucasian,0,0,0,1,-1,1,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,1041,0,0,High
3749,Male,32,25-45,African-American,0,0,0,1,-1,1,F,1,(M2),0,N,0,N,Risk of Recidivism,Risk of Violence,1,557,1,1,High
